,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,BorrowerState,Occupation,EmploymentStatus,CreditScoreRangeUpper,Credit,Rate_Range,Count
87851,2013-09-02 08:23:59.537000000,60,Current,,0.10878,0.0869,WI,Other,Employed,799.0,Excellent,5-9.99%,1
87957,2011-10-19 11:04:02.347000000,36,Completed,2014-02-26 00:00:00,0.2951,0.2599,WI,Civil Service,Employed,679.0,Fair,25-29.99%,1
88082,2012-10-15 09:44:59.807000000,36,Current,,0.35797,0.3177,WI,Tradesman - Electrician,Employed,679.0,Fair,30-34.99%,1
88109,2012-09-04 08:05:00.150000000,36,Chargedoff,2013-04-11 00:00:00,0.35797,0.3177,WI,Other,Employed,639.0,Poor,30-34.99%,1
88129,2012-02-08 19:32:39.263000000,36,Past Due (31-60 days),,0.24246,0.2049,WI,Other,Employed,659.0,Fair,20-24.99%,1
88174,2010-11-24 15:05:56.367000000,36,Chargedoff,2013-11-13 00:00:00,0.29265,0.2575,WI,Professional,Full-time,659.0,Fair,25-29.99%,1
88178,2010-08-11 00:31:03.277000000,36,Completed,2012-03-08 00:00:00,0.24647,0.189,WI,Professional,Employed,719.0,Good,15-19.99%,1
88193,2011-09-22 15:28:34.133000000,36,Current,,0.22362,0.1899,WI,Accountant/CPA,Full-time,679.0,Fair,15-19.99%,1
88266,2013-05-20 06:31:45.243000000,60,Current,,0.29998,0.2736,WI,Other,Other,719.0,Good,25-29.99%,1
88391,2013-10-21 15:33:42.260000000,60,Current,,0.20808,0.184,WI,Laborer,Employed,739.0,Good,15-19.99%,1
88398,2008-03-05 19:10:31.177000000,36,Completed,2009-04-08 00:00:00,0.08383,0.077,WI,Administrative Assistant,Full-time,779.0,Excellent,5-9.99%,1
88420,2013-03-12 17:34:18.053000000,60,Current,,0.22283,0.1984,WI,Other,Employed,679.0,Fair,15-19.99%,1
88452,2012-06-14 14:39:59.440000000,60,Defaulted,2013-12-21 00:00:00,0.24702,0.222,WI,Other,Self-employed,759.0,Excellent,20-24.99%,1
88746,2012-08-09 05:36:39.410000000,60,Current,,0.35365,0.3258,WI,Laborer,Employed,679.0,Fair,30-34.99%,1
88810,2013-12-09 13:22:39.710000000,36,Current,,0.1899,0.1535,WI,,Other,679.0,Fair,15-19.99%,1
88940,2013-03-05 12:21:59.337000000,12,FinalPaymentInProgress,,0.22026,0.1426,WI,Other,Self-employed,739.0,Good,10-14.99%,1
88971,2012-05-26 07:51:48.953000000,36,Completed,2013-07-01 00:00:00,0.33553,0.2958,WI,Other,Employed,659.0,Fair,25-29.99%,1
89003,2011-09-20 12:18:10.137000000,36,Current,,0.30532,0.2699,WI,Administrative Assistant,Employed,659.0,Fair,25-29.99%,1
89226,2012-06-13 15:16:27.527000000,60,Chargedoff,2013-05-17 00:00:00,0.20705,0.183,WI,Chemist,Employed,699.0,Fair,15-19.99%,1
89229,2008-02-14 09:06:55.053000000,36,Completed,2008-09-10 00:00:00,0.07931,0.0725,WI,Engineer - Electrical,Full-time,819.0,Excellent,5-9.99%,1
89234,2006-08-30 21:07:20.850000000,36,Completed,2007-06-04 00:00:00,0.10692,0.1,WI,Analyst,Not available,759.0,Excellent,10-14.99%,1
89246,2013-10-24 16:55:58.623000000,36,Current,,0.30899,0.2699,WI,Other,Employed,679.0,Fair,25-29.99%,1
89318,2013-08-29 09:58:06.933000000,60,Current,,0.19364,0.1699,WI,Other,Employed,719.0,Good,15-19.99%,1
89332,2013-10-03 12:56:45.950000000,60,Current,,0.19323,0.1695,WI,Police Officer/Correction Officer,Employed,679.0,Fair,15-19.99%,1
89350,2008-01-11 13:20:27.263000000,36,Completed,2011-01-23 00:00:00,0.13625,0.115,WI,Other,Full-time,659.0,Fair,10-14.99%,1
89391,2014-02-23 08:18:39.673000000,36,Current,,0.1585,0.1224,WI,Skilled Labor,Employed,719.0,Good,10-14.99%,1
89413,2012-12-12 10:26:04.093000000,36,Current,,0.24758,0.2099,WI,Executive,Employed,739.0,Good,20-24.99%,1
89432,2013-11-08 08:55:39.303000000,36,Current,,0.22108,0.184,WI,Other,Self-employed,699.0,Fair,15-19.99%,1
89496,2012-04-20 10:09:22.293000000,36,Chargedoff,2013-02-23 00:00:00,0.33553,0.2958,WI,Clerical,Employed,679.0,Fair,25-29.99%,1
89592,2013-12-10 19:00:24.837000000,36,Current,,0.13189,0.1039,WI,,Other,719.0,Good,10-14.99%,1
89604,2013-12-17 17:59:39.577000000,60,Current,,0.2004,0.1765,WI,Construction,Self-employed,679.0,Fair,15-19.99%,1
89609,2008-03-31 16:48:43.550000000,36,Defaulted,2009-08-15 00:00:00,0.14419,0.13,WI,Construction,Full-time,699.0,Fair,10-14.99%,1
89616,2014-01-13 16:09:03.323000000,60,Current,,0.20808,0.184,WI,Accountant/CPA,Employed,719.0,Good,15-19.99%,1
89669,2014-02-23 11:04:27.957000000,36,Current,,0.27305,0.2344,WI,Nurse's Aide,Employed,659.0,Fair,20-24.99%,1
89721,2012-03-20 07:10:49.087000000,36,Current,,0.24246,0.2049,WI,Professional,Employed,739.0,Good,20-24.99%,1
89749,2010-01-27 07:06:16.627000000,36,Completed,2011-06-03 00:00:00,0.07389,0.0705,WI,Skilled Labor,Self-employed,779.0,Excellent,5-9.99%,1
89754,2007-04-18 13:55:49.460000000,36,Completed,2008-05-12 00:00:00,0.1019,0.095,WI,Other,Full-time,799.0,Excellent,5-9.99%,1
89826,2012-11-05 15:33:34.857000000,36,Current,,0.21434,0.1774,WI,Construction,Employed,699.0,Fair,15-19.99%,1
89985,2011-12-20 17:29:45.283000000,36,Completed,2013-03-01 00:00:00,0.06828,0.0649,WI,Construction,Employed,819.0,Excellent,5-9.99%,1
90026,2012-01-25 17:26:41.390000000,36,Completed,2013-03-08 00:00:00,0.17359,0.1449,WI,Tradesman - Mechanic,Employed,699.0,Fair,10-14.99%,1
90055,2014-02-04 16:48:42.477000000,60,Current,,0.18913,0.1655,WI,Professional,Employed,679.0,Fair,15-19.99%,1
90099,2008-06-02 15:16:59.980000000,36,Defaulted,2009-06-12 00:00:00,0.12198,0.115,WI,Professional,Full-time,779.0,Excellent,10-14.99%,1
90104,2014-01-08 11:49:27.717000000,36,Current,,0.32446,0.285,WI,Professional,Employed,659.0,Fair,25-29.99%,1
90182,2010-05-17 17:39:47.330000000,36,Chargedoff,2012-02-26 00:00:00,0.28523,0.262,WI,Other,Full-time,659.0,Fair,25-29.99%,1
90241,2012-02-24 13:37:38.627000000,60,Completed,2012-09-25 00:00:00,0.31375,0.287,WI,Clerical,Employed,779.0,Excellent,25-29.99%,1
90318,2014-01-09 00:02:12.047000000,60,Current,,0.29567,0.2694,WI,Analyst,Employed,659.0,Fair,25-29.99%,1
90340,2011-01-17 11:51:24.937000000,36,Completed,2013-08-12 00:00:00,0.28488,0.2499,WI,Police Officer/Correction Officer,Employed,679.0,Fair,20-24.99%,1
90390,2013-03-12 13:30:11.530000000,36,Current,,0.25013,0.2124,WI,Other,Employed,699.0,Fair,20-24.99%,1
90399,2013-04-15 15:02:09.130000000,36,Defaulted,2013-10-18 00:00:00,0.14348,0.1153,WI,Food Service Management,Full-time,759.0,Excellent,10-14.99%,1
90541,2010-07-03 13:01:53.397000000,36,Completed,2013-07-01 00:00:00,0.07439,0.071,WI,Skilled Labor,Full-time,819.0,Excellent,5-9.99%,1
90562,2012-11-16 09:17:31.880000000,36,Current,,0.35797,0.3177,WI,Skilled Labor,Self-employed,719.0,Good,30-34.99%,1
90637,2012-07-13 06:47:35.443000000,36,Current,,0.35797,0.3177,WI,Professor,Employed,679.0,Fair,30-34.99%,1
90645,2008-03-20 19:43:43.253000000,36,Completed,2011-03-04 00:00:00,0.10386,0.09,WI,Other,Full-time,739.0,Good,5-9.99%,1
90694,2010-06-02 18:27:22.367000000,36,Completed,2013-02-13 00:00:00,0.28838,0.2625,WI,Religious,Full-time,659.0,Fair,25-29.99%,1
90884,2011-05-12 17:39:28.283000000,36,Chargedoff,2013-05-20 00:00:00,0.20321,0.1699,WI,Other,Full-time,679.0,Fair,15-19.99%,1
90986,2010-03-15 17:19:17.960000000,36,Completed,2013-03-25 00:00:00,0.24264,0.22,WI,Clerical,Full-time,699.0,Fair,20-24.99%,1
91162,2007-12-16 12:45:12.097000000,36,Completed,2010-12-26 00:00:00,0.08456,0.0674,WI,Other,Full-time,839.0,Excellent,5-9.99%,1
91413,2011-08-04 05:47:49.743000000,36,Completed,2013-02-01 00:00:00,0.22362,0.1899,WI,Postal Service,Full-time,739.0,Good,15-19.99%,1
91423,2014-01-20 11:18:02.257000000,60,Current,,0.14147,0.1189,WI,Professional,Employed,739.0,Good,10-14.99%,1
91524,2011-12-22 08:30:06.777000000,60,Current,,0.29495,0.2687,WI,Analyst,Employed,679.0,Fair,25-29.99%,1
91620,2009-07-19 17:51:37.983000000,36,Completed,2011-04-25 00:00:00,0.16107,0.1395,WI,Analyst,Full-time,739.0,Good,10-14.99%,1
91667,2011-04-19 09:40:06.263000000,12,Completed,2012-05-27 00:00:00,0.07431,0.0649,WI,Engineer - Electrical,Employed,859.0,Excellent,5-9.99%,1
91711,2012-10-29 17:11:48.753000000,36,Completed,2013-12-23 00:00:00,0.12528,0.0974,WI,Computer Programmer,Employed,739.0,Good,5-9.99%,1
91718,2010-10-28 14:26:39.010000000,36,Chargedoff,2012-06-19 00:00:00,0.13068,0.1095,WI,Student - College Sophomore,Employed,739.0,Good,10-14.99%,1
91812,2011-06-13 09:50:37.760000000,36,Completed,2013-03-05 00:00:00,0.27467,0.2399,WI,Investor,Employed,639.0,Poor,20-24.99%,1
91895,2012-12-28 13:17:58.993000000,36,Completed,2014-02-03 00:00:00,0.30285,0.2639,WI,Clergy,Employed,779.0,Excellent,25-29.99%,1
92005,2012-05-29 11:33:22.863000000,36,Current,,0.35797,0.3177,WI,Other,Full-time,739.0,Good,30-34.99%,1
92033,2013-05-22 19:17:17.597000000,60,Current,,0.18852,0.1649,WI,Engineer - Mechanical,Employed,739.0,Good,15-19.99%,1
92118,2013-05-27 20:46:07.610000000,60,Current,,0.15629,0.1334,WI,Computer Programmer,Employed,759.0,Excellent,10-14.99%,1
92329,2013-02-25 16:21:38.233000000,36,Completed,2013-11-11 00:00:00,0.2353,0.1979,WI,Truck Driver,Employed,699.0,Fair,15-19.99%,1
92399,2011-11-12 09:50:57.310000000,36,Current,,0.35244,0.316,WI,Waiter/Waitress,Employed,659.0,Fair,30-34.99%,1
92450,2006-11-13 04:54:11.323000000,36,Defaulted,2007-04-22 00:00:00,0.19835,0.18,WI,Laborer,Not available,539.0,Bad,15-19.99%,1
92548,2013-11-04 13:24:40.787000000,36,Current,,0.22108,0.184,WI,Executive,Employed,679.0,Fair,15-19.99%,1
92600,2008-02-18 20:38:22.383000000,36,Chargedoff,2010-03-29 00:00:00,0.07891,0.0721,WI,Accountant/CPA,Full-time,779.0,Excellent,5-9.99%,1
92622,2007-12-16 12:55:36.763000000,36,Completed,2008-08-15 00:00:00,0.13425,0.1225,WI,Other,Not employed,779.0,Excellent,10-14.99%,1
92667,2008-05-30 11:21:00.680000000,36,Completed,2011-06-10 00:00:00,0.12562,0.1045,WI,Laborer,Full-time,679.0,Fair,10-14.99%,1
92778,2008-02-22 05:24:02.520000000,36,Defaulted,2009-10-04 00:00:00,0.11848,0.1045,WI,Other,Retired,739.0,Good,10-14.99%,1
92839,2007-12-11 16:58:05.760000000,36,Completed,2009-01-08 00:00:00,0.0837,0.07,WI,Administrative Assistant,Full-time,539.0,Bad,5-9.99%,1
92859,2008-08-12 16:18:16.210000000,36,Completed,2009-06-02 00:00:00,0.25517,0.24,WI,Other,Retired,699.0,Fair,20-24.99%,1
92940,2013-05-20 16:55:26.600000000,36,Current,,0.25371,0.2159,WI,Other,Employed,679.0,Fair,20-24.99%,1
92975,2007-07-14 11:02:17.097000000,36,Completed,2010-07-27 00:00:00,0.16988,0.1627,WI,Professional,Full-time,699.0,Fair,15-19.99%,1
93008,2012-11-10 10:23:49.940000000,60,Chargedoff,2014-01-21 00:00:00,0.23656,0.2118,WI,Teacher,Employed,719.0,Good,20-24.99%,1
93055,2010-04-12 16:22:25.177000000,36,Completed,2013-03-11 00:00:00,0.11296,0.092,WI,Other,Full-time,779.0,Excellent,5-9.99%,1
93075,2008-03-11 18:56:38.307000000,36,Completed,2011-03-18 00:00:00,0.13814,0.124,WI,Police Officer/Correction Officer,Full-time,719.0,Good,10-14.99%,1
93096,2013-11-13 11:56:59.760000000,36,Current,,0.26047,0.2225,WI,Nurse (RN),Employed,679.0,Fair,20-24.99%,1
93110,2007-05-17 15:51:24.827000000,36,Completed,2009-11-16 00:00:00,0.11696,0.11,WI,Computer Programmer,Full-time,779.0,Excellent,10-14.99%,1
93135,2013-12-07 08:44:12.670000000,36,Current,,0.06726,0.0605,WI,Other,Employed,779.0,Excellent,5-9.99%,1
93211,2013-05-23 06:03:22.900000000,60,Current,,0.21566,0.1914,WI,Accountant/CPA,Employed,719.0,Good,15-19.99%,1
93309,2012-05-24 19:50:47.643000000,36,Current,,0.15538,0.127,WI,Engineer - Mechanical,Employed,799.0,Excellent,10-14.99%,1
93315,2011-12-01 10:21:01.390000000,36,Completed,2013-04-05 00:00:00,0.15375,0.1254,WI,Teacher,Employed,779.0,Excellent,10-14.99%,1
93342,2007-11-01 17:28:33.960000000,36,Completed,2010-12-03 00:00:00,0.15713,0.15,WI,Police Officer/Correction Officer,Full-time,719.0,Good,15-19.99%,1
93385,2012-01-09 08:10:24.800000000,36,Current,,0.17359,0.1449,WI,Civil Service,Employed,759.0,Excellent,10-14.99%,1
93544,2013-07-22 06:35:37.423000000,60,Current,,0.15629,0.1334,WI,Other,Employed,739.0,Good,10-14.99%,1
93554,2010-06-09 14:43:20.310000000,36,Chargedoff,2011-12-25 00:00:00,0.09643,0.093,WI,Professional,Full-time,819.0,Excellent,5-9.99%,1
93556,2013-09-19 11:35:14.023000000,36,Current,,0.14409,0.1159,WI,Food Service Management,Employed,699.0,Fair,10-14.99%,1
93666,2007-04-13 19:02:07.010000000,36,Defaulted,2008-12-26 00:00:00,0.1501,0.143,WI,Other,Self-employed,659.0,Fair,10-14.99%,1
93741,2013-03-11 07:27:34.210000000,36,Completed,2013-06-13 00:00:00,0.34045,0.3006,WI,Accountant/CPA,Employed,699.0,Fair,30-34.99%,1
93755,2007-11-11 14:51:43.070000000,36,Completed,2010-11-27 00:00:00,0.16697,0.1598,WI,Clerical,Full-time,659.0,Fair,15-19.99%,1
93786,2013-09-13 09:13:52.657000000,36,Current,,0.19144,0.155,WI,Professional,Employed,679.0,Fair,15-19.99%,1
93894,2013-09-12 07:33:43.353000000,36,Current,,0.15833,0.1299,WI,Teacher,Employed,699.0,Fair,10-14.99%,1
93974,2012-03-08 15:36:30.467000000,60,Completed,2012-09-11 00:00:00,0.27246,0.2468,WI,Other,Employed,779.0,Excellent,20-24.99%,1
94039,2013-12-19 12:53:47.330000000,36,Current,,0.06726,0.0605,WI,Laborer,Employed,819.0,Excellent,5-9.99%,1
94050,2008-01-30 12:58:22.233000000,36,Defaulted,2009-02-03 00:00:00,0.15428,0.14,WI,Other,Full-time,719.0,Good,10-14.99%,1
94152,2012-08-09 04:25:28.523000000,60,Current,,0.23718,0.2124,WI,Civil Service,Employed,759.0,Excellent,20-24.99%,1
94181,2011-11-20 10:10:41.843000000,36,Completed,2013-12-12 00:00:00,0.19546,0.1664,WI,Other,Other,759.0,Excellent,15-19.99%,1
94383,2013-09-19 10:08:59.043000000,60,Current,,0.22601,0.2015,WI,Other,Employed,699.0,Fair,20-24.99%,1
94511,2013-09-17 14:37:49.457000000,36,Current,,0.29363,0.2549,WI,Civil Service,Employed,659.0,Fair,25-29.99%,1
94516,2013-05-03 04:39:01.387000000,60,Current,,0.16499,0.1419,WI,Engineer - Mechanical,Employed,739.0,Good,10-14.99%,1
94572,2013-09-20 07:07:33.213000000,36,Current,,0.22108,0.184,WI,Sales - Commission,Self-employed,699.0,Fair,15-19.99%,1
94659,2014-02-08 14:12:55.207000000,36,Current,,0.17649,0.14,WI,Doctor,Employed,699.0,Fair,10-14.99%,1
94699,2013-05-02 16:21:44.807000000,60,Current,,0.23462,0.2099,WI,Administrative Assistant,Employed,719.0,Good,20-24.99%,1
94859,2011-05-24 13:21:58.957000000,36,Completed,2013-09-09 00:00:00,0.22362,0.1899,WI,Administrative Assistant,Full-time,739.0,Good,15-19.99%,1
94897,2013-08-27 18:19:04.193000000,60,Current,,0.17522,0.1519,WI,Computer Programmer,Employed,719.0,Good,15-19.99%,1
94918,2008-05-21 20:28:29.790000000,36,Completed,2009-05-30 00:00:00,0.24264,0.22,WI,Analyst,Full-time,659.0,Fair,20-24.99%,1
94919,2013-05-29 16:34:55.140000000,60,Current,,0.25102,0.2259,WI,Administrative Assistant,Employed,659.0,Fair,20-24.99%,1
94991,2012-05-29 12:02:06.320000000,36,Current,,0.21372,0.1768,WI,Police Officer/Correction Officer,Employed,719.0,Good,15-19.99%,1
95024,2008-04-16 00:01:20.650000000,36,Completed,2011-04-24 00:00:00,0.07751,0.069,WI,Student - College Graduate Student,Self-employed,779.0,Excellent,5-9.99%,1
95525,2014-01-17 11:05:05.477000000,60,Current,,0.21166,0.1875,WI,Truck Driver,Employed,679.0,Fair,15-19.99%,1
95572,2013-10-18 06:28:23.383000000,36,Current,,0.33215,0.2925,WI,Executive,Employed,659.0,Fair,25-29.99%,1
95586,2014-01-01 07:30:49.520000000,36,Current,,0.11563,0.0879,WI,Sales - Commission,Employed,779.0,Excellent,5-9.99%,1
95601,2012-11-06 03:07:05.880000000,36,Current,,0.35797,0.3177,WI,Other,Employed,679.0,Fair,30-34.99%,1
95633,2011-11-29 08:38:41.430000000,12,Completed,2012-12-05 00:00:00,0.3584,0.2576,WI,Other,Not employed,719.0,Good,25-29.99%,1
95657,2013-12-11 19:58:25.777000000,60,Current,,0.09367,0.0809,WI,Executive,Employed,799.0,Excellent,5-9.99%,1
95782,2012-01-20 06:52:54.603000000,36,Current,,0.35797,0.3177,WI,Other,Employed,679.0,Fair,30-34.99%,1
95809,2012-03-16 15:15:55.910000000,60,Current,,0.27246,0.2468,WI,Professional,Employed,679.0,Fair,20-24.99%,1
95873,2014-01-17 16:39:39.837000000,36,Current,,0.32446,0.285,WI,Sales - Retail,Employed,659.0,Fair,25-29.99%,1
95904,2012-10-13 08:34:28.180000000,60,Current,,0.30933,0.2827,WI,Professional,Employed,659.0,Fair,25-29.99%,1
95955,2008-06-06 11:09:31.910000000,36,Completed,2009-04-16 00:00:00,0.33393,0.31,WI,Student - College Junior,Part-time,579.0,Poor,30-34.99%,1
96003,2007-02-02 22:28:44.627000000,36,Completed,2007-03-12 00:00:00,0.08153,0.073,WI,Professional,Not available,799.0,Excellent,5-9.99%,1
96070,2009-12-07 09:40:03.023000000,36,Chargedoff,2010-12-09 00:00:00,0.33332,0.3,WI,Food Service,Full-time,659.0,Fair,30-34.99%,1
96179,2009-09-06 16:15:07.080000000,36,Completed,2012-07-06 00:00:00,0.36438,0.34,WI,Nurse (RN),Full-time,699.0,Fair,30-34.99%,1
96290,2013-02-04 12:55:32.557000000,60,Current,,0.13247,0.1101,WI,Postal Service,Full-time,819.0,Excellent,10-14.99%,1
96380,2011-12-01 08:18:03.730000000,36,Current,,0.29486,0.2561,WI,Police Officer/Correction Officer,Employed,719.0,Good,25-29.99%,1
96385,2013-05-06 17:17:00.170000000,60,Current,,0.22693,0.2024,WI,Retail Management,Employed,779.0,Excellent,20-24.99%,1
96475,2013-09-11 16:04:18.790000000,60,Completed,2013-12-06 00:00:00,0.22601,0.2015,WI,Other,Employed,699.0,Fair,20-24.99%,1
96557,2011-05-02 05:28:41.650000000,36,Completed,2011-12-02 00:00:00,0.25424,0.2199,WI,Police Officer/Correction Officer,Employed,659.0,Fair,20-24.99%,1
96605,2007-10-13 15:38:02.840000000,36,Completed,2010-10-22 00:00:00,0.11596,0.109,WI,Construction,Full-time,739.0,Good,10-14.99%,1
96635,2006-08-12 12:38:27.587000000,36,Completed,2009-03-17 00:00:00,0.11305,0.1061,WI,Teacher,Not available,779.0,Excellent,10-14.99%,1
96730,2007-12-05 14:35:50.593000000,36,Completed,2008-04-01 00:00:00,0.11812,0.1094,WI,Other,Full-time,719.0,Good,10-14.99%,1
96912,2010-07-23 17:44:07.920000000,36,Completed,2012-11-08 00:00:00,0.22812,0.1905,WI,Other,Retired,679.0,Fair,15-19.99%,1
96923,2011-02-28 06:49:18.203000000,36,Chargedoff,2012-09-14 00:00:00,0.22872,0.1949,WI,Other,Employed,659.0,Fair,15-19.99%,1
97113,2013-12-16 19:24:33.063000000,36,Current,,0.08496,0.0716,WI,Executive,Employed,719.0,Good,5-9.99%,1
97194,2008-06-27 13:24:45.597000000,36,Chargedoff,2009-07-02 00:00:00,0.37453,0.35,WI,Clerical,Full-time,539.0,Bad,35-39.99%,1
97211,2008-05-01 13:27:31.723000000,36,Completed,2011-02-24 00:00:00,0.16157,0.14,WI,Student - College Sophomore,Part-time,619.0,Poor,10-14.99%,1
97373,2013-09-17 17:59:50.840000000,36,Current,,0.28544,0.2469,WI,Administrative Assistant,Employed,739.0,Good,20-24.99%,1
97406,2013-02-27 06:46:19.057000000,36,Completed,2013-08-26 00:00:00,0.09333,0.0799,WI,Food Service Management,Employed,819.0,Excellent,5-9.99%,1
97502,2010-08-17 23:43:20.693000000,36,Completed,2013-08-27 00:00:00,0.08591,0.0825,WI,Police Officer/Correction Officer,Employed,819.0,Excellent,5-9.99%,1
97503,2011-06-10 13:39:56.820000000,36,Current,,0.35643,0.3199,WI,Other,Not employed,699.0,Fair,30-34.99%,1
97511,2008-05-19 11:20:10.047000000,36,Completed,2011-05-29 00:00:00,0.37453,0.35,WI,Other,Full-time,559.0,Poor,35-39.99%,1
97530,2006-10-23 14:01:32.583000000,36,Defaulted,2007-04-30 00:00:00,0.18208,0.17,WI,Professional,Not available,619.0,Poor,15-19.99%,1
97574,2013-02-05 21:04:04.100000000,12,Completed,2014-02-13 00:00:00,0.26478,0.1863,WI,Computer Programmer,Employed,719.0,Good,15-19.99%,1
97586,2011-10-14 14:35:39.193000000,36,Chargedoff,2013-06-29 00:00:00,0.2951,0.2599,WI,Laborer,Employed,719.0,Good,25-29.99%,1
97652,2011-12-28 04:41:53.523000000,36,Chargedoff,2013-10-03 00:00:00,0.35285,0.3127,WI,Laborer,Employed,699.0,Fair,30-34.99%,1
97880,2008-02-07 16:58:08.167000000,36,Completed,2011-02-19 00:00:00,0.16978,0.1481,WI,Computer Programmer,Full-time,559.0,Poor,10-14.99%,1
97905,2013-09-16 06:24:15.747000000,36,Current,,0.19501,0.1585,WI,Professional,Employed,699.0,Fair,15-19.99%,1
97985,2011-09-01 02:53:23.630000000,36,Defaulted,2012-10-13 00:00:00,0.34621,0.3099,WI,Food Service,Employed,619.0,Poor,30-34.99%,1
98000,2012-09-12 16:31:36.610000000,36,Current,,0.21025,0.1734,WI,Accountant/CPA,Full-time,679.0,Fair,15-19.99%,1
98088,2012-03-18 06:30:45.083000000,36,Completed,2012-08-30 00:00:00,0.17359,0.1449,WI,Other,Employed,739.0,Good,10-14.99%,1
98136,2014-02-20 15:37:21.520000000,36,Current,,0.09469,0.0809,WI,Construction,Employed,739.0,Good,5-9.99%,1
98200,2008-07-11 14:31:11.083000000,36,Defaulted,2009-05-20 00:00:00,0.19956,0.1775,WI,Professional,Full-time,639.0,Poor,15-19.99%,1
98202,2008-08-27 11:08:29.927000000,36,Defaulted,2009-05-05 00:00:00,0.1921,0.1775,WI,Other,Full-time,719.0,Good,15-19.99%,1
98258,2007-11-04 08:10:57.007000000,36,Completed,2008-08-11 00:00:00,0.10391,0.097,WI,Nurse (RN),Full-time,799.0,Excellent,5-9.99%,1
98293,2009-12-11 07:20:25.947000000,36,Completed,2010-10-17 00:00:00,0.12461,0.1035,WI,Skilled Labor,Full-time,779.0,Excellent,10-14.99%,1
98330,2014-01-25 11:20:54.453000000,36,Current,,0.14714,0.1189,WI,Administrative Assistant,Employed,679.0,Fair,10-14.99%,1
98362,2013-07-12 10:31:16.780000000,36,Current,,0.13697,0.1089,WI,Police Officer/Correction Officer,Employed,799.0,Excellent,10-14.99%,1
98365,2013-10-01 16:09:47.850000000,36,Current,,0.17601,0.1399,WI,Sales - Retail,Employed,679.0,Fair,10-14.99%,1
98528,2012-11-21 22:16:31.907000000,36,Past Due (31-60 days),,0.34045,0.3006,WI,Executive,Employed,699.0,Fair,30-34.99%,1
98642,2012-09-12 14:04:37.287000000,36,Completed,2013-10-25 00:00:00,0.33665,0.2969,WI,Construction,Employed,779.0,Excellent,25-29.99%,1
98645,2008-05-30 07:21:39.467000000,36,Chargedoff,2009-05-11 00:00:00,0.37148,0.347,WI,Professional,Full-time,619.0,Poor,30-34.99%,1
98835,2011-05-19 13:43:08.673000000,36,Completed,2012-06-08 00:00:00,0.18173,0.1599,WI,Professional,Employed,659.0,Fair,15-19.99%,1
98893,2014-02-24 12:05:27.810000000,36,Current,,0.19386,0.157,WI,Other,Employed,679.0,Fair,15-19.99%,1
98925,2006-08-13 09:54:41.130000000,36,Chargedoff,2009-02-25 00:00:00,0.16215,0.155,WI,Sales - Commission,Not available,699.0,Fair,15-19.99%,1
98976,2012-12-21 17:06:45.980000000,60,Current,,0.20879,0.1847,WI,Skilled Labor,Employed,799.0,Excellent,15-19.99%,1
98985,2013-10-20 08:39:25.863000000,36,Current,,0.15324,0.1249,WI,Other,Employed,719.0,Good,10-14.99%,1
99059,2007-11-26 10:05:00.213000000,36,Chargedoff,2008-11-03 00:00:00,0.16988,0.1627,WI,Other,Full-time,659.0,Fair,15-19.99%,1
99191,2012-04-06 07:13:16.667000000,60,Current,,0.27246,0.2468,WI,Other,Other,759.0,Excellent,20-24.99%,1
99220,2013-05-03 13:58:28.673000000,60,Current,,0.24589,0.2209,WI,Professional,Employed,719.0,Good,20-24.99%,1
99283,2012-12-05 12:13:04.103000000,60,Current,,0.34408,0.3165,WI,Other,Not employed,679.0,Fair,30-34.99%,1
99351,2013-11-12 16:34:33.383000000,60,Current,,0.28078,0.2549,WI,Laborer,Employed,679.0,Fair,25-29.99%,1
99356,2012-10-23 04:52:36.583000000,36,Current,,0.24246,0.2049,WI,Other,Employed,699.0,Fair,20-24.99%,1
99380,2013-08-09 13:26:02.447000000,36,Current,,0.0893,0.0759,WI,Professional,Employed,859.0,Excellent,5-9.99%,1
99420,2013-12-13 12:09:02.417000000,36,Current,,0.21994,0.1825,WI,Other,Employed,739.0,Good,15-19.99%,1
99493,2012-12-12 04:11:18.460000000,36,Current,,0.33286,0.2932,WI,Other,Other,619.0,Poor,25-29.99%,1
99557,2009-10-25 15:27:23.163000000,36,Completed,2011-03-07 00:00:00,0.07539,0.072,WI,Teacher,Full-time,739.0,Good,5-9.99%,1
99893,2011-09-30 20:37:32.193000000,12,Completed,2012-11-30 00:00:00,0.31786,0.2384,WI,Professional,Employed,679.0,Fair,20-24.99%,1
99914,2013-12-30 07:19:46.737000000,36,Current,,0.19501,0.1585,WI,Engineer - Mechanical,Employed,679.0,Fair,15-19.99%,1
100047,2009-10-11 15:49:32.287000000,36,Completed,2011-11-25 00:00:00,0.12511,0.104,WI,Retail Management,Full-time,719.0,Good,10-14.99%,1
100166,2013-01-10 17:30:40.770000000,60,Current,,0.22693,0.2024,WI,Clerical,Employed,719.0,Good,20-24.99%,1
100170,2013-11-15 11:58:24.770000000,36,Current,,0.18837,0.152,WI,Police Officer/Correction Officer,Employed,719.0,Good,15-19.99%,1
100219,2008-07-25 08:16:29.780000000,36,Completed,2010-11-02 00:00:00,0.15539,0.1339,WI,Skilled Labor,Full-time,679.0,Fair,10-14.99%,1
